ENSG00000186092.7	ENST00000641515.2
ENSG00000077549.19	ENST00000674432.1
ENSG00000077549.19	ENST00000433834.5
ENSG00000173436.15	ENST00000648702.1
ENSG00000173436.15	ENST00000617872.4
ENSG00000173436.15	ENST00000322753.7
ENSG00000158747.15	ENST00000602662.1
ENSG00000158747.15	ENST00000289749.6
ENSG00000158747.15	ENST00000622566.4
ENSG00000158747.15	ENST00000621723.4
ENSG00000158747.15	ENST00000375136.8
ENSG00000158747.15	ENST00000618761.4
ENSG00000158747.15	ENST00000615215.4
ENSG00000158747.15	ENST00000548815.2
ENSG00000270136.6	ENST00000602384.5
ENSG00000158748.4	ENST00000289753.2
ENSG00000162542.14	ENST00000375127.5
ENSG00000162542.14	ENST00000294543.11
ENSG00000178828.7	ENST00000375121.4
ENSG00000169914.6	ENST00000375120.4
ENSG00000188784.4	ENST00000375116.3
ENSG00000188257.12	ENST00000400520.8
ENSG00000188257.12	ENST00000649436.1
ENSG00000188257.12	ENST00000375111.7
ENSG00000188257.12	ENST00000482011.2
ENSG00000127472.11	ENST00000375108.4
ENSG00000117215.15	ENST00000375105.8
ENSG00000117215.15	ENST00000617227.1
ENSG00000158786.5	ENST00000375102.4
ENSG00000187980.7	ENST00000429261.2
ENSG00000187980.7	ENST00000679259.1
ENSG00000187980.7	ENST00000247992.5
ENSG00000162543.6	ENST00000375099.4
ENSG00000158816.16	ENST00000289815.13
ENSG00000158816.16	ENST00000375079.6
ENSG00000162545.6	ENST00000375078.4
ENSG00000090432.7	ENST00000264198.5
ENSG00000183114.8	ENST00000332947.6
ENSG00000158825.6	ENST00000375071.4
ENSG00000158828.8	ENST00000321556.5
ENSG00000244038.11	ENST00000415136.6
ENSG00000244038.11	ENST00000602624.7
ENSG00000117245.13	ENST00000375044.5
ENSG00000117245.13	ENST00000400463.8
ENSG00000117245.13	ENST00000247986.2
ENSG00000189410.12	ENST00000444387.7
ENSG00000189410.12	ENST00000375031.5
ENSG00000127483.19	ENST00000312239.10
ENSG00000127483.19	ENST00000375003.6
ENSG00000127483.19	ENST00000375000.5
ENSG00000075151.23	ENST00000374935.7
ENSG00000075151.23	ENST00000264211.12
ENSG00000075151.23	ENST00000602326.5
ENSG00000075151.23	ENST00000684485.1
ENSG00000075151.23	ENST00000400422.6
ENSG00000075151.23	ENST00000634879.2
ENSG00000075151.23	ENST00000356916.7
ENSG00000075151.23	ENST00000682284.1
ENSG00000117298.16	ENST00000415912.6
ENSG00000117298.16	ENST00000374893.11
ENSG00000117298.16	ENST00000649812.1
ENSG00000117298.16	ENST00000357071.8
ENSG00000117298.16	ENST00000436918.6
ENSG00000117298.16	ENST00000264205.10
ENSG00000142794.19	ENST00000454000.6
ENSG00000142794.19	ENST00000318249.10
ENSG00000142794.19	ENST00000342104.9
ENSG00000142794.19	ENST00000619554.1
ENSG00000162551.14	ENST00000374840.8
ENSG00000162551.14	ENST00000539907.5
ENSG00000162551.14	ENST00000540617.5
ENSG00000162551.14	ENST00000374832.5
ENSG00000076864.20	ENST00000290101.8
ENSG00000076864.20	ENST00000374763.6
ENSG00000076864.20	ENST00000374761.6
ENSG00000076864.20	ENST00000374765.9
ENSG00000076864.20	ENST00000542643.6
ENSG00000076864.20	ENST00000495204.5
ENSG00000090686.16	ENST00000308271.14
ENSG00000090686.16	ENST00000400301.5
ENSG00000090686.16	ENST00000374732.7
ENSG00000090686.16	ENST00000529637.5
ENSG00000090686.16	ENST00000421625.6
ENSG00000187942.12	ENST00000344642.7
ENSG00000187942.12	ENST00000543870.1
ENSG00000142798.20	ENST00000374695.8
ENSG00000219073.8	ENST00000337107.11
ENSG00000142789.20	ENST00000290122.8
ENSG00000070831.17	ENST00000648594.1
ENSG00000070831.17	ENST00000400259.5
ENSG00000070831.17	ENST00000344548.7
ENSG00000070831.17	ENST00000315554.13
ENSG00000070831.17	ENST00000656825.1
ENSG00000070831.17	ENST00000667384.1
ENSG00000070831.17	ENST00000662562.1
ENSG00000162552.15	ENST00000290167.11
ENSG00000184677.18	ENST00000375647.5
ENSG00000184677.18	ENST00000404138.5
ENSG00000184677.18	ENST00000374651.8
ENSG00000070886.12	ENST00000166244.8
ENSG00000070886.12	ENST00000374644.8
ENSG00000173372.17	ENST00000374642.8
ENSG00000173372.17	ENST00000402322.1
ENSG00000159189.12	ENST00000374640.9
ENSG00000159189.12	ENST00000374639.7
ENSG00000159189.12	ENST00000374637.1
ENSG00000173369.17	ENST00000509305.6
ENSG00000133216.17	ENST00000544305.5
ENSG00000133216.17	ENST00000374630.8
ENSG00000133216.17	ENST00000400191.7
ENSG00000133216.17	ENST00000374632.7
ENSG00000133216.17	ENST00000374627.1
ENSG00000215906.8	ENST00000426928.6
ENSG00000215906.8	ENST00000618559.1
ENSG00000227868.6	ENST00000566855.4
ENSG00000227868.6	ENST00000622840.1
ENSG00000004487.17	ENST00000465864.2
ENSG00000004487.17	ENST00000356634.7
ENSG00000004487.17	ENST00000400181.9
ENSG00000169641.13	ENST00000418342.5
ENSG00000169641.13	ENST00000302291.8
ENSG00000169641.13	ENST00000314174.5
ENSG00000179546.5	ENST00000374619.2
ENSG00000125944.21	ENST00000302271.11
ENSG00000125944.21	ENST00000478691.5
ENSG00000125944.21	ENST00000374616.7
ENSG00000125944.21	ENST00000374612.5
ENSG00000125944.21	ENST00000675048.1
ENSG00000125944.21	ENST00000606561.5
ENSG00000125944.21	ENST00000427764.3
ENSG00000125945.15	ENST00000314011.9
ENSG00000125945.15	ENST00000374608.3
ENSG00000204219.11	ENST00000450454.7
ENSG00000204219.11	ENST00000374601.7
ENSG00000204219.11	ENST00000461794.1
ENSG00000088280.19	ENST00000495646.5
ENSG00000088280.19	ENST00000336689.8
ENSG00000088280.19	ENST00000618240.4
ENSG00000088280.19	ENST00000437606.6
ENSG00000007968.7	ENST00000361729.3
ENSG00000117318.9	ENST00000374561.6
ENSG00000142676.14	ENST00000374550.8
ENSG00000142676.14	ENST00000643754.2
ENSG00000142676.14	ENST00000458455.2
ENSG00000011007.12	ENST00000418390.6
ENSG00000011007.12	ENST00000613537.4
ENSG00000011007.12	ENST00000609199.1
ENSG00000057757.10	ENST00000246151.9
ENSG00000057757.10	ENST00000374524.1
ENSG00000011009.11	ENST00000374514.8
ENSG00000011009.11	ENST00000374505.6
ENSG00000011009.11	ENST00000374503.7
ENSG00000011009.11	ENST00000374502.7
ENSG00000011009.11	ENST00000374501.1
ENSG00000117308.15	ENST00000617979.5
ENSG00000117308.15	ENST00000374497.7
ENSG00000117305.15	ENST00000374490.8
ENSG00000117305.15	ENST00000436439.6
ENSG00000179163.12	ENST00000374479.4
ENSG00000188822.8	ENST00000374472.5
ENSG00000189266.13	ENST00000647887.1
ENSG00000189266.13	ENST00000374468.1
ENSG00000189266.13	ENST00000334351.8
ENSG00000189266.13	ENST00000579103.1
ENSG00000188529.15	ENST00000492112.3
ENSG00000188529.15	ENST00000344989.10
ENSG00000188529.15	ENST00000453840.7
ENSG00000188529.15	ENST00000484146.6
ENSG00000188529.15	ENST00000374452.9
ENSG00000188529.15	ENST00000374453.7
ENSG00000188529.15	ENST00000343255.9
ENSG00000142661.19	ENST00000338909.9
ENSG00000142661.19	ENST00000374434.4
ENSG00000142677.4	ENST00000270800.2
ENSG00000185436.12	ENST00000327535.6
ENSG00000185436.12	ENST00000327575.6
ENSG00000185436.12	ENST00000374421.7
ENSG00000185436.12	ENST00000374419.1
ENSG00000185436.12	ENST00000374418.3
ENSG00000158055.16	ENST00000361548.9
ENSG00000158055.16	ENST00000350501.9
ENSG00000158055.16	ENST00000356046.6
ENSG00000158055.16	ENST00000236255.4
ENSG00000001460.18	ENST00000337248.9
ENSG00000001460.18	ENST00000374409.5
ENSG00000001460.18	ENST00000003583.12
ENSG00000001461.17	ENST00000374399.9
ENSG00000001461.17	ENST00000003912.7
ENSG00000001461.17	ENST00000358028.8
ENSG00000001461.17	ENST00000339255.2
ENSG00000117602.13	ENST00000538532.6
ENSG00000117602.13	ENST00000618490.4
ENSG00000117602.13	ENST00000374395.9
ENSG00000117602.13	ENST00000436717.6
ENSG00000117602.13	ENST00000616511.4
ENSG00000117602.13	ENST00000425530.3
ENSG00000117602.13	ENST00000412742.5
ENSG00000117602.13	ENST00000630217.1
ENSG00000117602.13	ENST00000374393.4
ENSG00000184454.7	ENST00000374392.3
ENSG00000133226.17	ENST00000374389.8
ENSG00000133226.17	ENST00000323848.14
ENSG00000133226.17	ENST00000447431.6
ENSG00000169504.15	ENST00000374379.9
ENSG00000020633.19	ENST00000308873.11
ENSG00000020633.19	ENST00000399916.5
ENSG00000020633.19	ENST00000338888.3
ENSG00000117614.10	ENST00000236273.9
ENSG00000117614.10	ENST00000354361.3
ENSG00000117616.18	ENST00000243189.12
ENSG00000117616.18	ENST00000431849.3
ENSG00000187010.21	ENST00000648012.1
ENSG00000187010.21	ENST00000622561.4
ENSG00000187010.21	ENST00000454452.6
ENSG00000187010.21	ENST00000328664.9
ENSG00000187010.21	ENST00000342055.9
ENSG00000187010.21	ENST00000357542.8
ENSG00000187010.21	ENST00000417538.6
ENSG00000187010.21	ENST00000423810.6
ENSG00000187010.21	ENST00000568195.5
ENSG00000183726.11	ENST00000374358.5
ENSG00000188672.19	ENST00000294413.13
ENSG00000188672.19	ENST00000340849.8
ENSG00000188672.19	ENST00000349320.7
ENSG00000188672.19	ENST00000346452.8
ENSG00000188672.19	ENST00000349438.8
ENSG00000188672.19	ENST00000413854.5
ENSG00000204178.11	ENST00000399766.7
ENSG00000204178.11	ENST00000374343.5
ENSG00000157978.12	ENST00000374338.5
ENSG00000117643.15	ENST00000374332.9
ENSG00000117643.15	ENST00000611903.4
ENSG00000117643.15	ENST00000263979.7
ENSG00000117643.15	ENST00000374329.1
ENSG00000162430.18	ENST00000361547.7
ENSG00000162430.18	ENST00000374315.1
ENSG00000162430.18	ENST00000354177.9
ENSG00000255054.3	ENST00000527604.1
ENSG00000117640.18	ENST00000474295.5
ENSG00000117640.18	ENST00000374303.7
ENSG00000117640.18	ENST00000526894.5
ENSG00000117640.18	ENST00000524618.5
ENSG00000117640.18	ENST00000374307.9
ENSG00000117640.18	ENST00000374301.7
ENSG00000117640.18	ENST00000374300.7
ENSG00000117640.18	ENST00000466284.1
ENSG00000127423.11	ENST00000538789.5
ENSG00000127423.11	ENST00000374298.4
ENSG00000182749.6	ENST00000374296.4
ENSG00000182749.6	ENST00000675840.1
ENSG00000117632.23	ENST00000426559.6
ENSG00000117632.23	ENST00000455785.7
ENSG00000117632.23	ENST00000399728.5
ENSG00000117632.23	ENST00000357865.6
ENSG00000117632.23	ENST00000374291.5
ENSG00000158006.14	ENST00000374282.8
ENSG00000158006.14	ENST00000374284.5
ENSG00000158008.10	ENST00000374280.4
ENSG00000158014.15	ENST00000374278.7
ENSG00000158014.15	ENST00000374276.4
ENSG00000158022.7	ENST00000374272.4
ENSG00000175087.10	ENST00000619836.4
ENSG00000175087.10	ENST00000374269.2
ENSG00000175087.10	ENST00000374271.8
ENSG00000197245.6	ENST00000374268.5
ENSG00000282872.2	ENST00000634842.2
ENSG00000282872.2	ENST00000635463.1
ENSG00000236782.7	ENST00000448923.2
ENSG00000236782.7	ENST00000433939.6
ENSG00000236782.7	ENST00000648649.1
ENSG00000142684.9	ENST00000374266.7
ENSG00000142684.9	ENST00000270812.6
ENSG00000142675.18	ENST00000361530.11
ENSG00000142675.18	ENST00000374253.9
ENSG00000142675.18	ENST00000531191.5
ENSG00000188782.9	ENST00000456354.7
ENSG00000130695.16	ENST00000640292.2
ENSG00000130695.16	ENST00000451429.8
ENSG00000130695.16	ENST00000252992.8
ENSG00000142669.15	ENST00000270792.10
ENSG00000142669.15	ENST00000319041.6
ENSG00000158062.20	ENST00000314675.11
ENSG00000158062.20	ENST00000374223.5
ENSG00000158062.20	ENST00000357089.8
ENSG00000158062.20	ENST00000374221.7
ENSG00000158062.20	ENST00000374217.6
ENSG00000158062.20	ENST00000374222.5
ENSG00000169442.9	ENST00000374213.3
ENSG00000176092.17	ENST00000475866.3
ENSG00000176092.17	ENST00000308182.10
ENSG00000176083.18	ENST00000403843.5
ENSG00000176083.18	ENST00000349618.8
ENSG00000176083.18	ENST00000436292.5
ENSG00000131914.11	ENST00000254231.4
ENSG00000131914.11	ENST00000326279.11
ENSG00000117682.17	ENST00000427245.6
ENSG00000117682.17	ENST00000236342.12
ENSG00000117682.17	ENST00000525682.6
ENSG00000117682.17	ENST00000526219.5
ENSG00000117682.17	ENST00000374185.7
ENSG00000117682.17	ENST00000360009.6
ENSG00000198830.11	ENST00000361427.6
ENSG00000198830.11	ENST00000619352.4
ENSG00000117676.14	ENST00000374168.7
ENSG00000117676.14	ENST00000374166.8
ENSG00000117676.14	ENST00000526792.5
ENSG00000117676.14	ENST00000530003.5
ENSG00000117676.14	ENST00000531382.5
ENSG00000117713.20	ENST00000430799.7
ENSG00000117713.20	ENST00000324856.13
ENSG00000117713.20	ENST00000457599.6
ENSG00000117713.20	ENST00000374152.7
ENSG00000117713.20	ENST00000615191.4
ENSG00000060642.11	ENST00000455364.2
ENSG00000060642.11	ENST00000674335.1
ENSG00000060642.11	ENST00000674202.1
ENSG00000060642.11	ENST00000674222.1
ENSG00000060642.11	ENST00000374145.6
ENSG00000060642.11	ENST00000431541.6
ENSG00000060642.11	ENST00000674273.1
ENSG00000060642.11	ENST00000078527.9
ENSG00000204160.12	ENST00000374142.9
ENSG00000175793.12	ENST00000339276.6
ENSG00000142751.15	ENST00000374135.9
ENSG00000142751.15	ENST00000374133.3
ENSG00000198746.13	ENST00000361720.10
ENSG00000090273.14	ENST00000321265.10
ENSG00000131910.5	ENST00000254227.4
ENSG00000175707.9	ENST00000320567.6
ENSG00000175707.9	ENST00000616918.1
ENSG00000253368.4	ENST00000522111.3
ENSG00000158246.8	ENST00000289166.6
ENSG00000090020.11	ENST00000263980.8
ENSG00000090020.11	ENST00000374086.3
ENSG00000142784.16	ENST00000319394.8
ENSG00000142784.16	ENST00000361771.7
ENSG00000186501.15	ENST00000611517.4
ENSG00000186501.15	ENST00000374076.9
ENSG00000186501.15	ENST00000608611.5
ENSG00000186501.15	ENST00000466759.5
ENSG00000186501.15	ENST00000464813.5
ENSG00000142765.18	ENST00000618673.4
ENSG00000142765.18	ENST00000318074.9
ENSG00000142765.18	ENST00000616558.5
ENSG00000142765.18	ENST00000543823.1
ENSG00000142733.17	ENST00000357582.3
ENSG00000142733.17	ENST00000374040.7
ENSG00000142748.13	ENST00000270879.9
ENSG00000142748.13	ENST00000354982.2
ENSG00000174950.11	ENST00000374027.7
ENSG00000174950.11	ENST00000374030.3
ENSG00000181773.7	ENST00000374024.4
ENSG00000158195.11	ENST00000618852.5
ENSG00000158195.11	ENST00000536657.1
ENSG00000126705.15	ENST00000247087.10
ENSG00000126705.15	ENST00000673934.1
ENSG00000126705.15	ENST00000644989.1
ENSG00000126705.15	ENST00000374011.6
ENSG00000126705.15	ENST00000642416.1
ENSG00000126705.15	ENST00000642245.1
ENSG00000000938.13	ENST00000374005.8
ENSG00000000938.13	ENST00000399173.5
ENSG00000000938.13	ENST00000374004.5
ENSG00000126709.16	ENST00000339145.8
ENSG00000126709.16	ENST00000361157.11
ENSG00000126709.16	ENST00000679644.1
ENSG00000126709.16	ENST00000362020.4
ENSG00000009780.16	ENST00000373954.11
ENSG00000009780.16	ENST00000419687.6
ENSG00000009780.16	ENST00000530324.5
ENSG00000009780.16	ENST00000234549.11
ENSG00000009780.16	ENST00000373949.5
ENSG00000009780.16	ENST00000010299.10
ENSG00000117758.14	ENST00000373943.9
ENSG00000117751.18	ENST00000311772.10
ENSG00000117751.18	ENST00000236412.11
ENSG00000117751.18	ENST00000373931.8
ENSG00000130775.16	ENST00000328928.11
ENSG00000130775.16	ENST00000373921.8
ENSG00000130775.16	ENST00000373925.5
ENSG00000130775.16	ENST00000373927.7
ENSG00000117748.10	ENST00000373912.8
ENSG00000117748.10	ENST00000373909.7
ENSG00000117748.10	ENST00000313433.11
ENSG00000130768.15	ENST00000373894.8
ENSG00000130768.15	ENST00000373888.8
ENSG00000130768.15	ENST00000549094.1
ENSG00000158156.9	ENST00000675759.1
ENSG00000158156.9	ENST00000675575.1
ENSG00000158156.9	ENST00000373884.6
ENSG00000158161.16	ENST00000373871.8
ENSG00000158161.16	ENST00000540618.5
ENSG00000158161.16	ENST00000436342.6
ENSG00000158161.16	ENST00000373864.5
ENSG00000158161.16	ENST00000373863.3
ENSG00000169403.12	ENST00000373857.8
ENSG00000169403.12	ENST00000539896.1
ENSG00000169403.12	ENST00000305392.3
ENSG00000126698.11	ENST00000263697.6
ENSG00000130770.18	ENST00000497986.5
ENSG00000130770.18	ENST00000335514.10
ENSG00000130770.18	ENST00000468425.2
ENSG00000130770.18	ENST00000465645.1
ENSG00000130766.5	ENST00000253063.4
ENSG00000130772.14	ENST00000373842.9
ENSG00000130772.14	ENST00000398997.2
ENSG00000204138.13	ENST00000373839.8
ENSG00000204138.13	ENST00000373836.4
ENSG00000180198.17	ENST00000398958.6
ENSG00000180198.17	ENST00000649185.1
ENSG00000180198.17	ENST00000683442.1
ENSG00000180198.17	ENST00000373833.10
ENSG00000180198.17	ENST00000373832.5
ENSG00000180198.17	ENST00000373831.7
ENSG00000180098.9	ENST00000373830.4
ENSG00000120656.13	ENST00000373824.9
ENSG00000120656.13	ENST00000495422.2
ENSG00000120656.13	ENST00000263974.4
ENSG00000188060.8	ENST00000373826.3
ENSG00000188060.8	ENST00000465518.3
ENSG00000162419.13	ENST00000361872.8
ENSG00000162419.13	ENST00000294409.2
ENSG00000162419.13	ENST00000373816.6
ENSG00000198492.16	ENST00000542507.5
ENSG00000198492.16	ENST00000373812.8
ENSG00000198492.16	ENST00000541996.5
ENSG00000116329.11	ENST00000621425.1
ENSG00000116329.11	ENST00000234961.7
ENSG00000159023.22	ENST00000647103.1
ENSG00000159023.22	ENST00000642937.2
ENSG00000159023.22	ENST00000646189.1
ENSG00000159023.22	ENST00000644342.1
ENSG00000159023.22	ENST00000373800.7
ENSG00000159023.22	ENST00000649717.1
ENSG00000159023.22	ENST00000347529.7
ENSG00000159023.22	ENST00000373798.5
ENSG00000159023.22	ENST00000644600.1
ENSG00000159023.22	ENST00000643173.1
ENSG00000159023.22	ENST00000648181.1
ENSG00000159023.22	ENST00000650265.1
ENSG00000159023.22	ENST00000644780.1
ENSG00000159023.22	ENST00000343067.9
ENSG00000159023.22	ENST00000643604.1
ENSG00000159023.22	ENST00000373797.2
ENSG00000159023.22	ENST00000349460.9
ENSG00000159023.22	ENST00000645184.1
ENSG00000253304.2	ENST00000521452.2
ENSG00000253304.2	ENST00000420504.2
ENSG00000116350.17	ENST00000373795.7
ENSG00000116353.16	ENST00000263702.11
ENSG00000116353.16	ENST00000373791.7
ENSG00000060656.20	ENST00000345512.7
ENSG00000060656.20	ENST00000373779.8
ENSG00000060656.20	ENST00000428026.6
ENSG00000060656.20	ENST00000460170.2
ENSG00000162510.6	ENST00000373765.5
ENSG00000162511.8	ENST00000294507.4
ENSG00000162512.16	ENST00000339394.7
ENSG00000162512.16	ENST00000336798.11
ENSG00000134644.16	ENST00000424085.6
ENSG00000134644.16	ENST00000257075.9
ENSG00000134644.16	ENST00000373747.7
ENSG00000134644.16	ENST00000426105.7
ENSG00000134644.16	ENST00000440538.6
ENSG00000134644.16	ENST00000373741.8
ENSG00000134644.16	ENST00000373742.6
ENSG00000084628.10	ENST00000373736.7
ENSG00000060688.13	ENST00000263694.9
ENSG00000060688.13	ENST00000373720.3
ENSG00000121766.16	ENST00000618216.4
ENSG00000121766.16	ENST00000546109.5
ENSG00000121766.16	ENST00000616393.4
ENSG00000121766.16	ENST00000616859.4
ENSG00000121766.16	ENST00000615916.4
ENSG00000121766.16	ENST00000373714.5
ENSG00000121766.16	ENST00000344147.10
ENSG00000121766.16	ENST00000627541.1
ENSG00000121769.8	ENST00000373713.7
ENSG00000168528.12	ENST00000373710.5
ENSG00000168528.12	ENST00000536859.5
ENSG00000168528.12	ENST00000373709.8
ENSG00000168528.12	ENST00000536384.2
ENSG00000142910.16	ENST00000457433.6
ENSG00000142910.16	ENST00000271064.12
ENSG00000142910.16	ENST00000537531.2
ENSG00000121764.11	ENST00000403528.6
ENSG00000121764.11	ENST00000373706.9
ENSG00000121764.11	ENST00000373705.1
ENSG00000162517.13	ENST00000373703.5
ENSG00000084636.18	ENST00000373672.8
ENSG00000084636.18	ENST00000373668.7
ENSG00000121753.13	ENST00000398556.7
ENSG00000121753.13	ENST00000398547.5
ENSG00000121753.13	ENST00000373655.6
ENSG00000121753.13	ENST00000398542.5
ENSG00000121753.13	ENST00000373658.8
ENSG00000121753.13	ENST00000527361.5
ENSG00000121753.13	ENST00000398538.5
ENSG00000134668.12	ENST00000257100.7
ENSG00000134668.12	ENST00000360482.6
ENSG00000134668.12	ENST00000452755.6
ENSG00000134668.12	ENST00000533231.5
ENSG00000184007.22	ENST00000602725.5
ENSG00000184007.22	ENST00000647444.2
ENSG00000184007.22	ENST00000649841.1
ENSG00000184007.22	ENST00000457805.6
ENSG00000184007.22	ENST00000602683.5
ENSG00000184007.22	ENST00000470404.5
ENSG00000288678.1	ENST00000679970.1
ENSG00000121774.18	ENST00000327300.12
ENSG00000121774.18	ENST00000492989.1
ENSG00000121775.18	ENST00000336294.10
ENSG00000025800.14	ENST00000373625.8
ENSG00000084652.16	ENST00000373610.8
ENSG00000084652.16	ENST00000373609.1
ENSG00000160050.16	ENST00000373602.10
ENSG00000160050.16	ENST00000421922.6
ENSG00000160050.16	ENST00000681230.1
ENSG00000160051.12	ENST00000291358.11
ENSG00000160051.12	ENST00000537469.2
ENSG00000222046.3	ENST00000409358.2
ENSG00000160055.20	ENST00000373593.5
ENSG00000160055.20	ENST00000344461.7
ENSG00000160055.20	ENST00000309777.11
ENSG00000084623.12	ENST00000677701.1
ENSG00000084623.12	ENST00000677760.1
ENSG00000084623.12	ENST00000676801.1
ENSG00000084623.12	ENST00000677772.1
ENSG00000084623.12	ENST00000677202.1
ENSG00000084623.12	ENST00000677711.1
ENSG00000084623.12	ENST00000676679.1
ENSG00000084623.12	ENST00000678689.1
ENSG00000084623.12	ENST00000373586.2
ENSG00000084623.12	ENST00000679290.1
ENSG00000084623.12	ENST00000677378.1
ENSG00000084623.12	ENST00000678534.1
ENSG00000084623.12	ENST00000678968.1
ENSG00000084623.12	ENST00000678063.1
ENSG00000084623.12	ENST00000678150.1
ENSG00000084623.12	ENST00000677198.1
ENSG00000084623.12	ENST00000677540.1
ENSG00000084623.12	ENST00000678420.1
ENSG00000084623.12	ENST00000678162.1
ENSG00000084623.12	ENST00000678711.1
ENSG00000084623.12	ENST00000678883.1
ENSG00000084623.12	ENST00000677353.1
ENSG00000084623.12	ENST00000355082.10
ENSG00000183615.6	ENST00000373582.4
ENSG00000182866.17	ENST00000373564.7
ENSG00000182866.17	ENST00000336890.10
ENSG00000182866.17	ENST00000619559.4
ENSG00000182866.17	ENST00000333070.4
ENSG00000116478.12	ENST00000373548.8
ENSG00000175130.7	ENST00000329421.8
